"","company_location","work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_size","country","alpha-3-code","numeric_code","latitude","longitude"
"1466","US",2023,"MI","FT","Data Scientist",105000,"USD",105000,"US",0,"M","United States of America","USA",840,38,-97
"1467","US",2023,"SE","FT","Data Engineer",187500,"USD",187500,"US",100,"M","United States of America","USA",840,38,-97
"1468","US",2022,"SE","FT","Data Engineer",230000,"USD",230000,"US",100,"M","United States of America","USA",840,38,-97
"1469","US",2022,"SE","FT","Data Engineer",154600,"USD",154600,"US",100,"M","United States of America","USA",840,38,-97
"1470","US",2023,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"M","United States of America","USA",840,38,-97
"1471","US",2022,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"M","United States of America","USA",840,38,-97
"1472","US",2022,"MI","FT","Data Engineer",160000,"USD",160000,"US",100,"M","United States of America","USA",840,38,-97
"1473","US",2022,"MI","FT","Data Engineer",75000,"USD",75000,"US",100,"M","United States of America","USA",840,38,-97
"1474","US",2022,"SE","FT","Data Engineer",130000,"USD",130000,"US",0,"M","United States of America","USA",840,38,-97
"1475","US",2022,"MI","FT","Data Analyst",97500,"USD",97500,"US",100,"L","United States of America","USA",840,38,-97
"1476","US",2023,"SE","FT","Data Architect",113000,"USD",113000,"US",0,"M","United States of America","USA",840,38,-97
"1477","US",2022,"SE","FT","Data Engineer",155000,"USD",155000,"US",0,"M","United States of America","USA",840,38,-97
"1478","US",2022,"SE","FT","Data Engineer",110000,"USD",110000,"US",0,"M","United States of America","USA",840,38,-97
"1479","US",2023,"SE","FT","Applied Scientist",184000,"USD",184000,"US",100,"M","United States of America","USA",840,38,-97
"1480","US",2022,"SE","FT","Data Scientist",110000,"USD",110000,"US",0,"M","United States of America","USA",840,38,-97
"1481","US",2022,"SE","FT","Data Scientist",70000,"USD",70000,"US",0,"M","United States of America","USA",840,38,-97
"1482","US",2022,"SE","FT","Data Engineer",150000,"USD",150000,"US",0,"M","United States of America","USA",840,38,-97
"1483","US",2022,"MI","FT","ML Engineer",180000,"USD",180000,"US",100,"M","United States of America","USA",840,38,-97
"1484","US",2023,"SE","FT","Data Architect",113000,"USD",113000,"US",0,"M","United States of America","USA",840,38,-97
"1485","US",2023,"SE","FT","Data Scientist",180560,"USD",180560,"US",0,"M","United States of America","USA",840,38,-97
"1486","US",2023,"SE","FT","Data Scientist",115440,"USD",115440,"US",0,"M","United States of America","USA",840,38,-97
"1487","US",2023,"SE","FT","Data Scientist",140000,"USD",140000,"US",0,"M","United States of America","USA",840,38,-97
"1488","US",2022,"SE","FT","ML Engineer",183000,"USD",183000,"US",100,"M","United States of America","USA",840,38,-97
"1489","US",2022,"SE","FT","Data Engineer",175000,"USD",175000,"US",0,"M","United States of America","USA",840,38,-97
"1490","US",2022,"SE","FT","Data Engineer",150000,"USD",150000,"US",0,"M","United States of America","USA",840,38,-97
"1491","US",2022,"SE","FT","Data Engineer",260000,"USD",260000,"US",0,"M","United States of America","USA",840,38,-97
"1492","US",2022,"SE","FT","Data Engineer",180000,"USD",180000,"US",0,"M","United States of America","USA",840,38,-97
"1493","US",2023,"SE","FT","Data Engineer",291500,"USD",291500,"US",0,"M","United States of America","USA",840,38,-97
"1494","US",2022,"MI","FT","Data Analyst",124000,"USD",124000,"US",0,"M","United States of America","USA",840,38,-97
"1495","US",2022,"EN","FT","Data Scientist",180000,"USD",180000,"US",100,"M","United States of America","USA",840,38,-97
"1496","US",2022,"EN","FT","Data Scientist",1e+05,"USD",1e+05,"US",100,"M","United States of America","USA",840,38,-97
"1497","US",2022,"SE","FT","Data Engineer",3e+05,"USD",3e+05,"US",0,"M","United States of America","USA",840,38,-97
"1498","US",2023,"SE","FT","Data Engineer",141600,"USD",141600,"US",0,"M","United States of America","USA",840,38,-97
"1499","US",2023,"SE","FT","Data Scientist",158677,"USD",158677,"US",100,"M","United States of America","USA",840,38,-97
"1500","US",2022,"SE","FT","Data Analyst",110600,"USD",110600,"US",0,"M","United States of America","USA",840,38,-97
"1501","US",2022,"SE","FT","Data Analyst",116000,"USD",116000,"US",100,"M","United States of America","USA",840,38,-97
"1502","US",2022,"SE","FT","Data Analyst",96000,"USD",96000,"US",100,"M","United States of America","USA",840,38,-97
"1503","US",2023,"SE","FT","Data Architect",170000,"USD",170000,"US",100,"M","United States of America","USA",840,38,-97
"1504","US",2023,"SE","FT","Data Architect",110000,"USD",110000,"US",100,"M","United States of America","USA",840,38,-97
"1505","US",2022,"SE","FT","Data Analyst",105000,"USD",105000,"US",0,"M","United States of America","USA",840,38,-97
"1506","US",2023,"SE","FT","Data Engineer",75000,"USD",75000,"US",100,"M","United States of America","USA",840,38,-97
"1507","US",2022,"SE","FT","Data Scientist",202800,"USD",202800,"US",0,"L","United States of America","USA",840,38,-97
"1508","US",2022,"SE","FT","Data Scientist",104300,"USD",104300,"US",0,"L","United States of America","USA",840,38,-97
"1509","US",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"M","United States of America","USA",840,38,-97
"1510","US",2022,"EN","FT","Data Scientist",130000,"USD",130000,"US",0,"M","United States of America","USA",840,38,-97
"1511","US",2023,"MI","FT","Data Analyst",150000,"USD",150000,"US",0,"M","United States of America","USA",840,38,-97
"1512","US",2023,"MI","FT","Data Analyst",1e+05,"USD",1e+05,"US",0,"M","United States of America","USA",840,38,-97
"1513","US",2023,"SE","FT","Machine Learning Engineer",261500,"USD",261500,"US",0,"L","United States of America","USA",840,38,-97
"1514","US",2022,"EN","FT","Machine Learning Engineer",189750,"USD",189750,"US",0,"M","United States of America","USA",840,38,-97
"1515","US",2022,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"M","United States of America","USA",840,38,-97
"1516","US",2023,"MI","FT","Data Scientist",130000,"USD",130000,"US",0,"M","United States of America","USA",840,38,-97
"1517","US",2023,"MI","FT","Data Scientist",90000,"USD",90000,"US",0,"M","United States of America","USA",840,38,-97
"1518","US",2022,"MI","FT","Data Analyst",160000,"USD",160000,"US",0,"M","United States of America","USA",840,38,-97
"1519","US",2022,"MI","FT","Data Analyst",109000,"USD",109000,"US",0,"M","United States of America","USA",840,38,-97
"1520","US",2022,"SE","FT","Research Engineer",250000,"USD",250000,"US",0,"M","United States of America","USA",840,38,-97
"1521","US",2022,"SE","FT","Research Engineer",150000,"USD",150000,"US",0,"M","United States of America","USA",840,38,-97
"1522","US",2022,"MI","FT","Data Analyst",206000,"USD",206000,"US",0,"M","United States of America","USA",840,38,-97
"1523","US",2022,"MI","FT","Data Analyst",160000,"USD",160000,"US",0,"M","United States of America","USA",840,38,-97
"1524","US",2022,"SE","FT","Data Engineer",135000,"USD",135000,"US",0,"M","United States of America","USA",840,38,-97
"1525","US",2022,"SE","FT","Data Scientist",204100,"USD",204100,"US",0,"M","United States of America","USA",840,38,-97
"1526","US",2022,"SE","FT","Data Scientist",140000,"USD",140000,"US",0,"M","United States of America","USA",840,38,-97
"1527","US",2022,"SE","FT","Data Science Consultant",122000,"USD",122000,"US",0,"M","United States of America","USA",840,38,-97
"1528","US",2022,"EN","FT","Data Engineer",160000,"USD",160000,"US",0,"M","United States of America","USA",840,38,-97
"1529","US",2022,"SE","FT","Data Engineer",170000,"USD",170000,"US",0,"M","United States of America","USA",840,38,-97
"1530","US",2022,"SE","FT","Data Engineer",130000,"USD",130000,"US",0,"M","United States of America","USA",840,38,-97
"1531","US",2022,"MI","FT","Data Analyst",1e+05,"USD",1e+05,"US",0,"M","United States of America","USA",840,38,-97
"1532","US",2022,"MI","FT","Data Engineer",120000,"USD",120000,"US",0,"M","United States of America","USA",840,38,-97
"1533","US",2022,"MI","FT","Data Engineer",95000,"USD",95000,"US",0,"M","United States of America","USA",840,38,-97
"1534","US",2022,"SE","FT","Data Analyst",130050,"USD",130050,"US",100,"M","United States of America","USA",840,38,-97
"1535","US",2022,"SE","FT","Data Engineer",205600,"USD",205600,"US",0,"L","United States of America","USA",840,38,-97
"1536","US",2022,"SE","FT","Data Engineer",191200,"USD",191200,"US",0,"M","United States of America","USA",840,38,-97
"1537","US",2022,"SE","FT","Data Analyst",236600,"USD",236600,"US",100,"M","United States of America","USA",840,38,-97
"1538","US",2022,"SE","FT","Data Analyst",89200,"USD",89200,"US",100,"M","United States of America","USA",840,38,-97
"1539","US",2022,"SE","FT","Data Engineer",130000,"USD",130000,"US",0,"M","United States of America","USA",840,38,-97
"1540","US",2022,"MI","FT","Applied Machine Learning Scientist",75000,"USD",75000,"BO",100,"M","United States of America","USA",840,38,-97
"1541","US",2022,"MI","FT","Data Analyst",1e+05,"USD",1e+05,"US",0,"M","United States of America","USA",840,38,-97
"1542","US",2022,"MI","FT","Data Scientist",150000,"USD",150000,"US",100,"M","United States of America","USA",840,38,-97
"1543","US",2022,"SE","FT","Data Engineer",154600,"USD",154600,"US",0,"L","United States of America","USA",840,38,-97
"1544","US",2022,"SE","FT","Data Engineer",120000,"USD",120000,"US",0,"M","United States of America","USA",840,38,-97
"1545","US",2022,"SE","FT","Data Engineer",95000,"USD",95000,"US",0,"M","United States of America","USA",840,38,-97
"1546","US",2022,"SE","FT","Data Scientist",140000,"USD",140000,"US",0,"M","United States of America","USA",840,38,-97
"1547","US",2022,"SE","FT","Data Engineer",129300,"USD",129300,"US",0,"M","United States of America","USA",840,38,-97
"1548","US",2022,"SE","FT","Data Engineer",243900,"USD",243900,"US",100,"M","United States of America","USA",840,38,-97
"1549","US",2022,"SE","FT","Data Analyst",110600,"USD",110600,"US",0,"M","United States of America","USA",840,38,-97
"1550","US",2022,"MI","FT","Data Analyst",80000,"USD",80000,"US",100,"L","United States of America","USA",840,38,-97
"1551","US",2022,"SE","FT","Data Engineer",185900,"USD",185900,"US",0,"M","United States of America","USA",840,38,-97
"1552","US",2022,"SE","FT","Data Engineer",129300,"USD",129300,"US",0,"M","United States of America","USA",840,38,-97
"1553","US",2022,"SE","FT","Analytics Engineer",135000,"USD",135000,"US",0,"M","United States of America","USA",840,38,-97
"1554","US",2022,"SE","FT","Analytics Engineer",110000,"USD",110000,"US",0,"M","United States of America","USA",840,38,-97
"1555","US",2022,"MI","FT","Data Analytics Manager",155000,"USD",155000,"US",0,"M","United States of America","USA",840,38,-97
"1556","US",2022,"SE","FT","Data Scientist",225000,"USD",225000,"US",0,"M","United States of America","USA",840,38,-97
"1557","US",2022,"SE","FT","Data Engineer",205000,"USD",205000,"US",100,"M","United States of America","USA",840,38,-97
"1558","US",2022,"SE","FT","Data Engineer",150000,"USD",150000,"US",100,"M","United States of America","USA",840,38,-97
"1559","US",2022,"SE","FT","Data Scientist",146000,"USD",146000,"US",0,"M","United States of America","USA",840,38,-97
"1560","US",2022,"SE","FT","Data Engineer",134000,"USD",134000,"US",0,"M","United States of America","USA",840,38,-97
"1561","US",2022,"MI","FT","Data Scientist",180000,"USD",180000,"US",0,"M","United States of America","USA",840,38,-97
"1562","US",2022,"SE","FT","Data Scientist",155000,"USD",155000,"US",100,"M","United States of America","USA",840,38,-97
"1563","US",2022,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"M","United States of America","USA",840,38,-97
"1564","US",2022,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"M","United States of America","USA",840,38,-97
"1565","US",2022,"SE","FT","Data Scientist",175000,"USD",175000,"US",100,"M","United States of America","USA",840,38,-97
"1566","US",2022,"SE","FT","Data Scientist",155000,"USD",155000,"US",100,"M","United States of America","USA",840,38,-97
"1567","US",2022,"SE","FT","Data Scientist",38000,"USD",38000,"US",100,"M","United States of America","USA",840,38,-97
"1568","US",2022,"MI","FT","Data Engineer",120000,"USD",120000,"US",0,"M","United States of America","USA",840,38,-97
"1569","US",2022,"MI","FT","Data Engineer",95000,"USD",95000,"US",0,"M","United States of America","USA",840,38,-97
"1570","US",2022,"MI","FT","Data Engineer",160000,"USD",160000,"US",100,"M","United States of America","USA",840,38,-97
"1571","US",2022,"MI","FT","Data Engineer",90000,"USD",90000,"US",100,"M","United States of America","USA",840,38,-97
"1572","US",2022,"SE","FT","Data Scientist",185000,"USD",185000,"US",100,"M","United States of America","USA",840,38,-97
"1573","US",2022,"SE","FT","Data Scientist",50000,"USD",50000,"US",100,"M","United States of America","USA",840,38,-97
"1574","US",2022,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"M","United States of America","USA",840,38,-97
"1575","US",2022,"SE","FT","Data Engineer",115000,"USD",115000,"US",0,"M","United States of America","USA",840,38,-97
"1576","US",2022,"MI","FT","Data Specialist",165000,"USD",165000,"US",0,"M","United States of America","USA",840,38,-97
"1577","US",2022,"MI","FT","Data Specialist",135000,"USD",135000,"US",0,"M","United States of America","USA",840,38,-97
"1578","US",2022,"SE","FT","Data Engineer",168400,"USD",168400,"US",0,"M","United States of America","USA",840,38,-97
"1579","US",2022,"SE","FT","Data Engineer",105200,"USD",105200,"US",0,"M","United States of America","USA",840,38,-97
"1580","US",2022,"SE","FT","Data Scientist",120000,"USD",120000,"US",0,"M","United States of America","USA",840,38,-97
"1581","US",2022,"MI","FT","Data Scientist",150000,"USD",150000,"US",0,"M","United States of America","USA",840,38,-97
"1582","US",2022,"SE","FT","Data Engineer",2e+05,"USD",2e+05,"US",0,"M","United States of America","USA",840,38,-97
"1583","US",2022,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"M","United States of America","USA",840,38,-97
"1584","US",2022,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"M","United States of America","USA",840,38,-97
"1585","US",2022,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"M","United States of America","USA",840,38,-97
"1586","US",2022,"SE","FT","Data Scientist",198800,"USD",198800,"US",0,"M","United States of America","USA",840,38,-97
"1587","US",2022,"SE","FT","Data Scientist",122600,"USD",122600,"US",0,"M","United States of America","USA",840,38,-97
"1588","US",2022,"SE","FT","Data Analyst",169000,"USD",169000,"US",0,"M","United States of America","USA",840,38,-97
"1589","US",2022,"SE","FT","Data Analyst",110600,"USD",110600,"US",0,"M","United States of America","USA",840,38,-97
"1590","US",2022,"SE","FT","Analytics Engineer",150000,"USD",150000,"US",0,"M","United States of America","USA",840,38,-97
"1591","US",2022,"SE","FT","Data Analyst",144100,"USD",144100,"US",0,"M","United States of America","USA",840,38,-97
"1592","US",2022,"SE","FT","Data Science Consultant",139000,"USD",139000,"US",0,"M","United States of America","USA",840,38,-97
"1593","US",2022,"SE","FT","Data Science Consultant",122000,"USD",122000,"US",0,"M","United States of America","USA",840,38,-97
"1594","US",2022,"SE","FT","Data Engineer",125000,"USD",125000,"US",100,"M","United States of America","USA",840,38,-97
"1595","US",2023,"SE","FT","Data Engineer",129000,"USD",129000,"US",0,"M","United States of America","USA",840,38,-97
"1596","US",2022,"MI","FT","Data Analyst",165000,"USD",165000,"US",0,"M","United States of America","USA",840,38,-97
"1597","US",2022,"MI","FT","Data Engineer",70000,"USD",70000,"US",0,"M","United States of America","USA",840,38,-97
"1598","US",2022,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"M","United States of America","USA",840,38,-97
"1599","US",2022,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"M","United States of America","USA",840,38,-97
"1600","US",2022,"MI","FT","Data Analyst",150000,"USD",150000,"US",0,"M","United States of America","USA",840,38,-97
"1601","US",2022,"MI","FT","Data Analyst",1e+05,"USD",1e+05,"US",0,"M","United States of America","USA",840,38,-97
"1602","US",2022,"SE","FT","Data Scientist",225000,"USD",225000,"US",0,"M","United States of America","USA",840,38,-97
"1603","US",2022,"SE","FT","Data Scientist",156400,"USD",156400,"US",0,"M","United States of America","USA",840,38,-97
"1604","US",2022,"MI","FT","Data Engineer",120000,"USD",120000,"US",0,"M","United States of America","USA",840,38,-97
"1605","US",2022,"MI","FT","Data Engineer",95000,"USD",95000,"US",0,"M","United States of America","USA",840,38,-97
"1606","US",2022,"SE","FT","Data Engineer",153600,"USD",153600,"US",0,"M","United States of America","USA",840,38,-97
"1607","US",2022,"SE","FT","Data Engineer",106800,"USD",106800,"US",0,"M","United States of America","USA",840,38,-97
"1608","US",2022,"MI","FT","ML Engineer",148500,"USD",148500,"US",100,"L","United States of America","USA",840,38,-97
"1609","US",2022,"SE","FT","Machine Learning Engineer",150000,"USD",150000,"US",100,"L","United States of America","USA",840,38,-97
"1610","US",2022,"SE","FT","Data Analyst",115000,"USD",115000,"US",100,"M","United States of America","USA",840,38,-97
"1611","US",2022,"SE","FT","Data Analyst",95000,"USD",95000,"US",100,"M","United States of America","USA",840,38,-97
"1612","US",2022,"SE","FT","Analytics Engineer",170000,"USD",170000,"US",100,"M","United States of America","USA",840,38,-97
"1613","US",2022,"SE","FT","Data Architect",66000,"USD",66000,"US",100,"M","United States of America","USA",840,38,-97
"1614","US",2022,"MI","FT","Data Scientist",145000,"USD",145000,"US",0,"M","United States of America","USA",840,38,-97
"1615","US",2022,"EX","FT","Data Engineer",239000,"USD",239000,"US",100,"M","United States of America","USA",840,38,-97
"1616","US",2022,"SE","FT","Data Analyst",129000,"USD",129000,"US",0,"M","United States of America","USA",840,38,-97
"1617","US",2022,"SE","FT","Data Science Manager",245100,"USD",245100,"US",0,"M","United States of America","USA",840,38,-97
"1618","US",2022,"MI","FT","Data Manager",134000,"USD",134000,"US",0,"M","United States of America","USA",840,38,-97
"1619","US",2022,"SE","FT","Data Scientist",130000,"USD",130000,"US",100,"M","United States of America","USA",840,38,-97
"1620","US",2022,"SE","FT","Data Scientist",136000,"USD",136000,"US",100,"M","United States of America","USA",840,38,-97
"1621","US",2022,"SE","FT","Data Scientist",104000,"USD",104000,"US",100,"M","United States of America","USA",840,38,-97
"1622","US",2022,"SE","FT","Data Engineer",120000,"USD",120000,"US",0,"M","United States of America","USA",840,38,-97
"1623","US",2022,"EX","FT","Data Engineer",2e+05,"USD",2e+05,"US",0,"M","United States of America","USA",840,38,-97
"1624","US",2022,"EX","FT","Data Engineer",145000,"USD",145000,"US",0,"M","United States of America","USA",840,38,-97
"1625","US",2022,"MI","FT","Data Scientist",115360,"USD",115360,"US",100,"M","United States of America","USA",840,38,-97
"1626","US",2022,"SE","FT","Data Analyst",130000,"USD",130000,"US",100,"M","United States of America","USA",840,38,-97
"1627","US",2022,"SE","FT","Data Engineer",188100,"USD",188100,"US",0,"M","United States of America","USA",840,38,-97
"1628","US",2022,"SE","FT","Data Engineer",139860,"USD",139860,"US",0,"M","United States of America","USA",840,38,-97
"1629","US",2022,"SE","FT","Machine Learning Engineer",248700,"USD",248700,"US",0,"M","United States of America","USA",840,38,-97
"1630","US",2022,"SE","FT","Data Engineer",170000,"USD",170000,"US",100,"M","United States of America","USA",840,38,-97
"1631","US",2022,"SE","FT","Data Analyst",177000,"USD",177000,"US",0,"M","United States of America","USA",840,38,-97
"1632","US",2022,"SE","FT","Data Analyst",131000,"USD",131000,"US",0,"M","United States of America","USA",840,38,-97
"1633","US",2022,"SE","FT","Applied Scientist",205000,"USD",205000,"US",100,"M","United States of America","USA",840,38,-97
"1634","US",2022,"SE","FT","Applied Scientist",184000,"USD",184000,"US",100,"M","United States of America","USA",840,38,-97
"1635","US",2022,"SE","FT","Data Engineer",146000,"USD",146000,"US",0,"M","United States of America","USA",840,38,-97
"1636","US",2022,"SE","FT","Data Engineer",102000,"USD",102000,"US",0,"M","United States of America","USA",840,38,-97
"1637","US",2022,"SE","FT","Data Analyst",169000,"USD",169000,"US",0,"M","United States of America","USA",840,38,-97
"1638","US",2022,"SE","FT","Data Analyst",110600,"USD",110600,"US",0,"M","United States of America","USA",840,38,-97
"1639","US",2022,"SE","FT","Data Engineer",160395,"USD",160395,"US",100,"M","United States of America","USA",840,38,-97
"1640","US",2022,"SE","FT","Data Analyst",115934,"USD",115934,"US",100,"M","United States of America","USA",840,38,-97
"1641","US",2022,"SE","FT","Data Engineer",135000,"USD",135000,"US",0,"M","United States of America","USA",840,38,-97
"1642","US",2022,"SE","FT","Data Engineer",1e+05,"USD",1e+05,"US",0,"M","United States of America","USA",840,38,-97
"1643","US",2022,"SE","FT","Data Scientist",190000,"USD",190000,"US",0,"M","United States of America","USA",840,38,-97
"1644","US",2022,"MI","FT","Data Engineer",65000,"USD",65000,"US",0,"M","United States of America","USA",840,38,-97
"1645","US",2022,"SE","FT","Data Scientist",144000,"USD",144000,"US",100,"M","United States of America","USA",840,38,-97
"1646","US",2022,"SE","FT","Data Engineer",1e+05,"USD",1e+05,"US",0,"M","United States of America","USA",840,38,-97
"1647","US",2023,"SE","FT","Data Analyst",102500,"USD",102500,"US",100,"M","United States of America","USA",840,38,-97
"1648","US",2022,"SE","FT","Data Engineer",177600,"USD",177600,"US",100,"L","United States of America","USA",840,38,-97
"1649","US",2022,"SE","FT","Data Engineer",131300,"USD",131300,"US",100,"L","United States of America","USA",840,38,-97
"1650","US",2022,"MI","FT","Data Engineer",135000,"USD",135000,"US",100,"M","United States of America","USA",840,38,-97
"1651","US",2022,"SE","FT","Lead Data Scientist",156868,"USD",156868,"US",100,"L","United States of America","USA",840,38,-97
"1652","US",2022,"SE","FT","Data Engineer",250000,"USD",250000,"US",0,"M","United States of America","USA",840,38,-97
"1653","US",2022,"SE","FT","Data Engineer",138750,"USD",138750,"US",100,"M","United States of America","USA",840,38,-97
"1654","US",2022,"SE","FT","Analytics Engineer",193750,"USD",193750,"US",100,"M","United States of America","USA",840,38,-97
"1655","US",2022,"SE","FT","Analytics Engineer",116250,"USD",116250,"US",100,"M","United States of America","USA",840,38,-97
"1656","US",2022,"SE","FT","Data Engineer",231250,"USD",231250,"US",100,"M","United States of America","USA",840,38,-97
"1657","US",2022,"SE","CT","Data Analyst",90000,"USD",90000,"US",100,"M","United States of America","USA",840,38,-97
"1658","US",2022,"EN","FT","Machine Learning Engineer",115000,"USD",115000,"US",50,"L","United States of America","USA",840,38,-97
"1659","US",2022,"MI","FT","Machine Learning Engineer",193900,"USD",193900,"US",0,"M","United States of America","USA",840,38,-97
"1660","US",2022,"SE","FT","Analytics Engineer",231250,"USD",231250,"US",100,"M","United States of America","USA",840,38,-97
"1661","US",2022,"SE","FT","Analytics Engineer",138750,"USD",138750,"US",100,"M","United States of America","USA",840,38,-97
"1662","US",2022,"SE","FT","Data Engineer",193750,"USD",193750,"US",100,"M","United States of America","USA",840,38,-97
"1663","US",2022,"SE","FT","Data Engineer",116250,"USD",116250,"US",100,"M","United States of America","USA",840,38,-97
"1664","US",2022,"SE","FT","Data Scientist",208000,"USD",208000,"US",100,"M","United States of America","USA",840,38,-97
"1665","US",2022,"SE","FT","Data Scientist",127000,"USD",127000,"US",100,"M","United States of America","USA",840,38,-97
"1666","US",2022,"SE","FT","Data Engineer",165000,"USD",165000,"US",100,"M","United States of America","USA",840,38,-97
"1667","US",2022,"SE","FT","Data Engineer",132000,"USD",132000,"US",100,"M","United States of America","USA",840,38,-97
"1668","US",2022,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"M","United States of America","USA",840,38,-97
"1669","US",2022,"SE","FT","Analytics Engineer",110000,"USD",110000,"US",100,"M","United States of America","USA",840,38,-97
"1670","US",2022,"SE","FT","Data Engineer",135000,"USD",135000,"US",0,"M","United States of America","USA",840,38,-97
"1671","US",2022,"SE","FT","Data Engineer",185900,"USD",185900,"US",0,"M","United States of America","USA",840,38,-97
"1672","US",2022,"SE","FT","Data Engineer",129300,"USD",129300,"US",0,"M","United States of America","USA",840,38,-97
"1673","US",2022,"SE","FT","Data Analyst",104000,"USD",104000,"US",100,"M","United States of America","USA",840,38,-97
"1674","US",2022,"SE","FT","Analytics Engineer",48000,"USD",48000,"AR",100,"S","United States of America","USA",840,38,-97
"1675","US",2022,"EN","FT","Data Analyst",20000,"USD",20000,"CR",50,"M","United States of America","USA",840,38,-97
"1676","US",2022,"EX","FT","Data Science Manager",175100,"USD",175100,"US",0,"M","United States of America","USA",840,38,-97
"1677","US",2022,"SE","FT","Data Engineer",210000,"USD",210000,"US",100,"M","United States of America","USA",840,38,-97
"1678","US",2022,"SE","FT","Data Scientist",185000,"USD",185000,"US",100,"M","United States of America","USA",840,38,-97
"1679","US",2022,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"M","United States of America","USA",840,38,-97
"1680","US",2022,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"M","United States of America","USA",840,38,-97
"1681","US",2022,"SE","FT","Data Scientist",161500,"USD",161500,"US",100,"M","United States of America","USA",840,38,-97
"1682","US",2022,"SE","FT","Machine Learning Engineer",172200,"USD",172200,"US",0,"M","United States of America","USA",840,38,-97
"1683","US",2022,"EN","FT","Data Engineer",160000,"USD",160000,"US",0,"M","United States of America","USA",840,38,-97
"1684","US",2022,"SE","FT","Data Engineer",206699,"USD",206699,"US",0,"M","United States of America","USA",840,38,-97
"1685","US",2022,"MI","FT","Data Analyst",150000,"USD",150000,"US",0,"M","United States of America","USA",840,38,-97
"1686","US",2022,"SE","FT","Data Engineer",145000,"USD",145000,"US",100,"M","United States of America","USA",840,38,-97
"1687","US",2022,"SE","FT","Data Engineer",229998,"USD",229998,"US",0,"L","United States of America","USA",840,38,-97
"1688","US",2022,"SE","FT","Data Analyst",95000,"USD",95000,"US",0,"M","United States of America","USA",840,38,-97
"1689","US",2022,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"M","United States of America","USA",840,38,-97
"1690","US",2022,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"M","United States of America","USA",840,38,-97
"1691","US",2022,"SE","FT","Applied Scientist",205000,"USD",205000,"US",100,"M","United States of America","USA",840,38,-97
"1692","US",2022,"SE","FT","Applied Scientist",184000,"USD",184000,"US",100,"M","United States of America","USA",840,38,-97
"1693","US",2022,"EN","FT","AI Scientist",50000,"USD",50000,"US",100,"M","United States of America","USA",840,38,-97
"1694","US",2022,"SE","FT","Data Science Tech Lead",375000,"USD",375000,"US",50,"L","United States of America","USA",840,38,-97
"1695","US",2022,"SE","FT","Data Engineer",191200,"USD",191200,"US",0,"M","United States of America","USA",840,38,-97
"1696","US",2022,"SE","FT","Data Engineer",130000,"USD",130000,"US",0,"M","United States of America","USA",840,38,-97
"1697","US",2022,"SE","FT","Data Scientist",225000,"USD",225000,"US",0,"M","United States of America","USA",840,38,-97
"1698","US",2022,"SE","FT","Data Scientist",156400,"USD",156400,"US",0,"M","United States of America","USA",840,38,-97
"1699","US",2022,"SE","FT","Data Analyst",169000,"USD",169000,"US",0,"M","United States of America","USA",840,38,-97
"1700","US",2022,"SE","FT","Data Analyst",110600,"USD",110600,"US",0,"M","United States of America","USA",840,38,-97
"1701","US",2022,"SE","FT","Data Analyst",81666,"USD",81666,"US",100,"M","United States of America","USA",840,38,-97
"1702","US",2022,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"M","United States of America","USA",840,38,-97
"1703","US",2023,"SE","FT","BI Developer",106000,"USD",106000,"US",0,"M","United States of America","USA",840,38,-97
"1704","US",2023,"SE","FT","Research Scientist",180000,"USD",180000,"US",0,"M","United States of America","USA",840,38,-97
"1705","US",2022,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"M","United States of America","USA",840,38,-97
"1706","US",2022,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"M","United States of America","USA",840,38,-97
"1707","US",2022,"SE","FT","Data Scientist",140700,"USD",140700,"US",0,"M","United States of America","USA",840,38,-97
"1708","US",2022,"SE","FT","Data Architect",135000,"USD",135000,"US",100,"M","United States of America","USA",840,38,-97
"1709","US",2022,"SE","FT","Analytics Engineer",130000,"USD",130000,"US",100,"M","United States of America","USA",840,38,-97
"1710","US",2023,"SE","FT","Data Engineer",291500,"USD",291500,"US",0,"M","United States of America","USA",840,38,-97
"1711","US",2022,"SE","FT","Data Analyst",115934,"USD",115934,"US",100,"M","United States of America","USA",840,38,-97
