"","company_location","work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_size","country","alpha-3-code","numeric_code","latitude","longitude"
"233","ES",2022,"SE","FT","Data Scientist",45000,"EUR",47280,"ES",0,"M","Spain","ESP",724,40,-4
"234","ES",2022,"SE","FT","Data Analyst",48000,"EUR",50432,"ES",0,"M","Spain","ESP",724,40,-4
"235","FI",2022,"SE","FT","Machine Learning Engineer",60000,"EUR",63040,"FI",50,"S","Finland","FIN",246,64,26
"236","FR",2020,"MI","FT","Data Scientist",37000,"EUR",42197,"FR",50,"S","France","FRA",250,46,2
"237","FR",2022,"MI","FT","Data Scientist",60000,"EUR",63040,"FR",100,"M","France","FRA",250,46,2
"238","FR",2021,"SE","FT","Data Scientist",65720,"EUR",77684,"FR",50,"M","France","FRA",250,46,2
"239","FR",2022,"MI","FT","Data Scientist",50000,"EUR",52533,"FR",100,"M","France","FRA",250,46,2
"240","FR",2022,"SE","FT","Machine Learning Engineer",70000,"EUR",73546,"FR",100,"M","France","FRA",250,46,2
"241","FR",2020,"EN","FT","Data Scientist",45000,"EUR",51321,"FR",0,"S","France","FRA",250,46,2
"242","FR",2021,"EN","FT","Data Analyst",50000,"EUR",59102,"FR",50,"M","France","FRA",250,46,2
"243","FR",2020,"MI","FT","Data Engineer",61500,"EUR",70139,"FR",50,"L","France","FRA",250,46,2
"244","FR",2021,"EN","FT","Data Scientist",42000,"EUR",49646,"FR",50,"M","France","FRA",250,46,2
"245","FR",2022,"MI","FT","Data Engineer",62000,"EUR",65141,"FR",100,"M","France","FRA",250,46,2
"246","FR",2021,"SE","FT","Data Science Manager",152000,"USD",152000,"US",100,"L","France","FRA",250,46,2
"247","FR",2021,"EN","FT","Data Scientist",31000,"EUR",36643,"FR",50,"L","France","FRA",250,46,2
"248","FR",2020,"EN","FT","Data Scientist",35000,"EUR",39916,"FR",0,"M","France","FRA",250,46,2
"249","FR",2021,"MI","FT","Research Scientist",53000,"EUR",62649,"FR",50,"M","France","FRA",250,46,2
"250","FR",2023,"SE","FT","Machine Learning Infrastructure Engineer",70000,"EUR",75490,"FR",100,"M","France","FRA",250,46,2
"251","FR",2021,"SE","FT","Data Scientist",45000,"EUR",53192,"FR",50,"L","France","FRA",250,46,2
"252","FR",2022,"EN","FT","Data Analyst",27000,"EUR",28368,"FR",50,"M","France","FRA",250,46,2
"253","FR",2020,"MI","FT","Data Analyst",41000,"EUR",46759,"FR",50,"L","France","FRA",250,46,2
"254","FR",2021,"EN","FT","Machine Learning Research Engineer",20000,"USD",20000,"FR",50,"M","France","FRA",250,46,2
"255","FR",2021,"MI","FT","Research Scientist",48000,"EUR",56738,"FR",50,"S","France","FRA",250,46,2
"256","FR",2022,"MI","FT","Computer Vision Engineer",56000,"EUR",58837,"FR",100,"S","France","FRA",250,46,2
"257","FR",2022,"SE","FT","Machine Learning Engineer",110000,"EUR",115573,"FR",100,"M","France","FRA",250,46,2
"258","FR",2022,"MI","FT","Data Scientist",50000,"EUR",52533,"FR",100,"M","France","FRA",250,46,2
"259","FR",2022,"SE","FT","Director of Data Science",55000,"EUR",57786,"FR",50,"L","France","FRA",250,46,2
"260","FR",2022,"EN","FT","Data Scientist",38000,"EUR",39925,"FR",50,"L","France","FRA",250,46,2
"261","FR",2023,"SE","FT","Machine Learning Infrastructure Engineer",1e+05,"EUR",107843,"FR",100,"M","France","FRA",250,46,2
"262","FR",2022,"EN","PT","Data Scientist",110000,"USD",110000,"DO",100,"M","France","FRA",250,46,2
"263","FR",2022,"MI","FT","BI Data Analyst",1e+05,"EUR",105066,"FR",50,"M","France","FRA",250,46,2
"264","FR",2022,"MI","FT","Data Scientist",90000,"EUR",94560,"FR",100,"M","France","FRA",250,46,2
"265","FR",2022,"SE","FT","Research Scientist",85000,"EUR",89306,"FR",50,"L","France","FRA",250,46,2
"266","FR",2022,"SE","FT","Machine Learning Engineer",80000,"EUR",84053,"FR",50,"L","France","FRA",250,46,2
"267","GB",2023,"MI","FT","Data Engineer",95000,"GBP",115915,"GB",100,"L","United Kingdom","GBR",826,54,-2
"268","GB",2023,"SE","FT","Big Data Architect",124999,"GBP",152519,"GB",100,"L","United Kingdom","GBR",826,54,-2
"269","GB",2022,"MI","FT","Data Engineer",75000,"GBP",92350,"GB",100,"M","United Kingdom","GBR",826,54,-2
"270","GB",2022,"MI","FT","Data Engineer",60000,"GBP",73880,"GB",100,"M","United Kingdom","GBR",826,54,-2
"271","GB",2023,"MI","FT","Data Science Lead",60000,"GBP",73210,"GB",0,"M","United Kingdom","GBR",826,54,-2
"272","GB",2022,"SE","FT","Analytics Engineer",84000,"GBP",103432,"GB",0,"M","United Kingdom","GBR",826,54,-2
"273","GB",2022,"MI","FT","Data Engineer",65000,"GBP",80036,"GB",100,"M","United Kingdom","GBR",826,54,-2
"274","GB",2021,"SE","FT","Data Analytics Engineer",50000,"USD",50000,"VN",100,"M","United Kingdom","GBR",826,54,-2
"275","GB",2022,"SE","FT","Marketing Data Analyst",2e+05,"USD",2e+05,"GB",100,"S","United Kingdom","GBR",826,54,-2
"276","GB",2022,"EN","FT","Data Engineer",50000,"GBP",61566,"GB",100,"M","United Kingdom","GBR",826,54,-2
"277","GB",2022,"EN","FT","Data Engineer",40000,"GBP",49253,"GB",100,"M","United Kingdom","GBR",826,54,-2
"278","GB",2022,"EN","FT","Data Scientist",27000,"GBP",33246,"GB",50,"L","United Kingdom","GBR",826,54,-2
"279","GB",2021,"EN","FT","Research Scientist",60000,"GBP",82528,"GB",50,"L","United Kingdom","GBR",826,54,-2
"280","GB",2023,"MI","FT","Machine Learning Engineer",1e+05,"GBP",122016,"GB",0,"M","United Kingdom","GBR",826,54,-2
"281","GB",2022,"MI","FT","Data Engineer",60000,"GBP",73880,"GB",100,"M","United Kingdom","GBR",826,54,-2
"282","GB",2022,"MI","FT","Data Analyst",350000,"GBP",430967,"GB",0,"M","United Kingdom","GBR",826,54,-2
"283","GB",2022,"MI","FT","Data Analyst",45000,"GBP",55410,"GB",0,"M","United Kingdom","GBR",826,54,-2
"284","GB",2023,"MI","FT","Data Engineer",55000,"GBP",67109,"GB",100,"M","United Kingdom","GBR",826,54,-2
"285","GB",2022,"MI","FT","Data Scientist",107000,"GBP",131752,"GB",100,"M","United Kingdom","GBR",826,54,-2
"286","GB",2022,"MI","FT","Analytics Engineer",60000,"GBP",73880,"GB",0,"M","United Kingdom","GBR",826,54,-2
"287","GB",2022,"MI","FT","Data Scientist",75000,"GBP",92350,"GB",0,"M","United Kingdom","GBR",826,54,-2
"288","GB",2022,"MI","FT","Data Scientist",55000,"GBP",67723,"GB",0,"M","United Kingdom","GBR",826,54,-2
"289","GB",2021,"SE","FT","Finance Data Analyst",45000,"GBP",61896,"GB",50,"L","United Kingdom","GBR",826,54,-2
"290","GB",2021,"MI","FT","Data Scientist",40900,"GBP",56256,"GB",50,"L","United Kingdom","GBR",826,54,-2
"291","GB",2023,"MI","FT","Data Analyst",65000,"GBP",79310,"GB",0,"M","United Kingdom","GBR",826,54,-2
"292","GB",2021,"MI","FT","Data Scientist",85000,"GBP",116914,"GB",50,"L","United Kingdom","GBR",826,54,-2
"293","GB",2022,"SE","FT","Applied Machine Learning Scientist",73400,"EUR",77119,"FR",100,"L","United Kingdom","GBR",826,54,-2
"294","GB",2022,"MI","FT","Data Engineer",85000,"GBP",104663,"GB",0,"M","United Kingdom","GBR",826,54,-2
"295","GB",2022,"MI","FT","Data Analyst",40000,"GBP",49253,"GB",100,"M","United Kingdom","GBR",826,54,-2
"296","GB",2020,"SE","FT","Big Data Engineer",1e+05,"EUR",114047,"PL",100,"S","United Kingdom","GBR",826,54,-2
"297","GB",2022,"MI","FT","Data Analyst",30000,"GBP",36940,"GB",100,"M","United Kingdom","GBR",826,54,-2
"298","GB",2022,"MI","FT","Data Scientist",65000,"GBP",80036,"GB",50,"M","United Kingdom","GBR",826,54,-2
"299","GB",2021,"SE","FT","Lead Data Engineer",75000,"GBP",103160,"GB",100,"S","United Kingdom","GBR",826,54,-2
"300","GB",2021,"SE","FT","Director of Data Engineering",82500,"GBP",113476,"GB",100,"M","United Kingdom","GBR",826,54,-2
"301","GB",2022,"MI","FT","Data Engineer",90000,"GBP",110820,"GB",0,"M","United Kingdom","GBR",826,54,-2
"302","GB",2022,"MI","FT","Data Engineer",75000,"GBP",92350,"GB",0,"M","United Kingdom","GBR",826,54,-2
"303","GB",2023,"SE","FT","Data Scientist",185000,"USD",185000,"GB",0,"M","United Kingdom","GBR",826,54,-2
"304","GB",2022,"MI","FT","Data Science Consultant",57000,"GBP",70186,"GB",0,"M","United Kingdom","GBR",826,54,-2
"305","GB",2021,"MI","FT","Data Engineer",48000,"GBP",66022,"HK",50,"S","United Kingdom","GBR",826,54,-2
"306","GB",2021,"MI","FT","Data Analyst",37456,"GBP",51519,"GB",50,"L","United Kingdom","GBR",826,54,-2
"307","GB",2022,"MI","FT","Data Engineer",80000,"GBP",98506,"GB",0,"M","United Kingdom","GBR",826,54,-2
"308","GB",2022,"MI","FT","Machine Learning Engineer",104000,"GBP",128058,"GB",50,"L","United Kingdom","GBR",826,54,-2
"309","GB",2020,"MI","FT","Data Engineer",88000,"GBP",112872,"GB",50,"L","United Kingdom","GBR",826,54,-2
"310","GB",2023,"MI","FT","Machine Learning Engineer",62000,"GBP",75650,"GB",100,"M","United Kingdom","GBR",826,54,-2
"311","GB",2022,"MI","FT","Machine Learning Engineer",75000,"GBP",92350,"GB",0,"M","United Kingdom","GBR",826,54,-2
"312","GB",2023,"MI","FT","Data Science Lead",50000,"GBP",61008,"GB",0,"M","United Kingdom","GBR",826,54,-2
"313","GB",2022,"MI","FT","Deep Learning Engineer",70000,"GBP",86193,"GB",100,"M","United Kingdom","GBR",826,54,-2
"314","GB",2022,"MI","FT","Deep Learning Engineer",40000,"GBP",49253,"GB",100,"M","United Kingdom","GBR",826,54,-2
"315","GB",2022,"MI","FT","Machine Learning Engineer",85000,"GBP",104663,"GB",0,"M","United Kingdom","GBR",826,54,-2
"316","GB",2023,"MI","FT","Data Analyst",90000,"GBP",109815,"GB",0,"M","United Kingdom","GBR",826,54,-2
"317","GB",2023,"MI","FT","Data Analyst",70000,"GBP",85411,"GB",0,"M","United Kingdom","GBR",826,54,-2
"318","GB",2022,"MI","FT","Data Scientist",35000,"GBP",43096,"GB",0,"M","United Kingdom","GBR",826,54,-2
"319","GB",2022,"MI","FT","Data Engineer",60000,"GBP",73880,"GB",100,"M","United Kingdom","GBR",826,54,-2
"320","GB",2022,"SE","FT","Data Analyst",75000,"GBP",92350,"GB",0,"M","United Kingdom","GBR",826,54,-2
"321","GB",2022,"SE","FT","Analytics Engineer",83376,"GBP",102663,"GB",100,"M","United Kingdom","GBR",826,54,-2
"322","GB",2022,"MI","FT","Data Engineer",65000,"GBP",80036,"GB",100,"M","United Kingdom","GBR",826,54,-2
"323","GB",2022,"MI","FT","Data Engineer",55000,"GBP",67723,"GB",100,"M","United Kingdom","GBR",826,54,-2
"324","GB",2022,"MI","FT","Data Engineer",45000,"GBP",55410,"GB",100,"M","United Kingdom","GBR",826,54,-2
"325","GB",2022,"MI","FT","Analytics Engineer",85000,"GBP",104663,"GB",0,"M","United Kingdom","GBR",826,54,-2
"326","GB",2023,"MI","FT","Machine Learning Engineer",40000,"GBP",48806,"GB",100,"M","United Kingdom","GBR",826,54,-2
"327","GB",2023,"EN","FT","Research Engineer",120000,"USD",120000,"GB",100,"M","United Kingdom","GBR",826,54,-2
"328","GB",2023,"EN","FT","Research Engineer",60000,"USD",60000,"GB",100,"M","United Kingdom","GBR",826,54,-2
"329","GB",2022,"MI","FT","Data Scientist",83000,"GBP",102200,"GB",100,"M","United Kingdom","GBR",826,54,-2
"330","GB",2021,"SE","FT","Data Engineer",65000,"EUR",76833,"RO",50,"S","United Kingdom","GBR",826,54,-2
"331","GB",2022,"MI","FT","Data Analyst",50000,"GBP",61566,"GB",0,"M","United Kingdom","GBR",826,54,-2
"332","GB",2022,"MI","FT","Data Analyst",35000,"GBP",43096,"GB",0,"M","United Kingdom","GBR",826,54,-2
"333","GB",2022,"MI","FT","Data Engineer",110000,"GBP",135446,"GB",0,"M","United Kingdom","GBR",826,54,-2
"334","GB",2022,"EN","FT","Machine Learning Engineer",28500,"GBP",35093,"GB",100,"L","United Kingdom","GBR",826,54,-2
"335","GB",2021,"MI","FT","Data Engineer",52500,"GBP",72212,"GB",50,"L","United Kingdom","GBR",826,54,-2
"336","GB",2022,"MI","FT","Lead Data Scientist",50000,"GBP",61566,"GB",50,"S","United Kingdom","GBR",826,54,-2
"337","GB",2022,"MI","FT","Data Engineer",60000,"GBP",73880,"GB",0,"M","United Kingdom","GBR",826,54,-2
"338","GB",2022,"MI","FT","Data Scientist",47000,"GBP",57872,"GB",50,"M","United Kingdom","GBR",826,54,-2
"339","GB",2022,"MI","FT","Data Scientist",50000,"GBP",61566,"GB",0,"M","United Kingdom","GBR",826,54,-2
"340","GB",2022,"MI","FT","Data Scientist",30000,"GBP",36940,"GB",0,"M","United Kingdom","GBR",826,54,-2
"341","GB",2023,"MI","FT","Machine Learning Engineer",89700,"GBP",109449,"GB",0,"M","United Kingdom","GBR",826,54,-2
"342","GB",2022,"MI","FT","Data Engineer",40000,"GBP",49253,"GB",0,"M","United Kingdom","GBR",826,54,-2
"343","GB",2022,"MI","FT","Data Engineer",70000,"GBP",86193,"GB",100,"M","United Kingdom","GBR",826,54,-2
"344","GB",2023,"SE","FT","Data Scientist",120250,"USD",120250,"GB",0,"M","United Kingdom","GBR",826,54,-2
"345","GB",2020,"SE","FT","Big Data Engineer",85000,"GBP",109024,"GB",50,"M","United Kingdom","GBR",826,54,-2
"346","GB",2023,"MI","FT","Machine Learning Engineer",55250,"GBP",67414,"GB",0,"M","United Kingdom","GBR",826,54,-2
"347","GB",2022,"MI","FT","Data Engineer",75000,"GBP",92350,"GB",0,"M","United Kingdom","GBR",826,54,-2
"348","GB",2022,"MI","FT","Data Engineer",60000,"GBP",73880,"GB",0,"M","United Kingdom","GBR",826,54,-2
"349","GB",2021,"EN","FT","Applied Data Scientist",80000,"GBP",110037,"GB",0,"L","United Kingdom","GBR",826,54,-2
"350","GB",2023,"MI","FT","Machine Learning Engineer",1e+05,"GBP",122016,"GB",0,"M","United Kingdom","GBR",826,54,-2
"351","GB",2022,"SE","FT","Analytics Engineer",65004,"GBP",80041,"GB",100,"M","United Kingdom","GBR",826,54,-2
"352","GB",2023,"MI","FT","Machine Learning Engineer",52000,"GBP",63448,"GB",100,"M","United Kingdom","GBR",826,54,-2
"353","GB",2022,"SE","FT","Data Analyst",50000,"GBP",61566,"GB",0,"M","United Kingdom","GBR",826,54,-2
"354","GB",2022,"MI","FT","Data Engineer",75000,"GBP",92350,"GB",100,"M","United Kingdom","GBR",826,54,-2
"355","GB",2022,"EN","FT","Machine Learning Engineer",45000,"GBP",55410,"GB",100,"S","United Kingdom","GBR",826,54,-2
"356","GB",2022,"SE","FT","Data Analyst",70000,"GBP",86193,"GB",0,"M","United Kingdom","GBR",826,54,-2
"357","GB",2022,"SE","FT","Data Analyst",57000,"GBP",70186,"GB",0,"M","United Kingdom","GBR",826,54,-2
"358","GB",2021,"EN","FT","Data Engineer",33000,"GBP",45390,"GB",50,"L","United Kingdom","GBR",826,54,-2
"359","GB",2022,"MI","FT","Data Engineer",50000,"GBP",61566,"GB",0,"M","United Kingdom","GBR",826,54,-2
"360","GB",2023,"MI","FT","Data Analyst",36050,"GBP",43987,"GB",0,"M","United Kingdom","GBR",826,54,-2
"361","GB",2023,"MI","FT","Data Engineer",52000,"GBP",63448,"GB",100,"M","United Kingdom","GBR",826,54,-2
"362","GB",2021,"MI","FT","Data Engineer",60000,"GBP",82528,"GB",100,"L","United Kingdom","GBR",826,54,-2
"363","GB",2023,"MI","FT","Data Analyst",50000,"GBP",61008,"GB",0,"M","United Kingdom","GBR",826,54,-2
"364","GB",2023,"MI","FT","Data Analyst",45000,"GBP",54907,"GB",0,"M","United Kingdom","GBR",826,54,-2
"365","GB",2022,"SE","FT","Data Scientist",80000,"GBP",98506,"GB",0,"M","United Kingdom","GBR",826,54,-2
"366","GB",2022,"MI","FT","Data Engineer",90000,"GBP",110820,"GB",0,"M","United Kingdom","GBR",826,54,-2
"367","GB",2022,"EN","FT","Data Engineer",40000,"GBP",49253,"GB",100,"M","United Kingdom","GBR",826,54,-2
"368","GB",2022,"EN","FT","Data Engineer",35000,"GBP",43096,"GB",100,"M","United Kingdom","GBR",826,54,-2
"369","GB",2022,"MI","FT","Data Science Consultant",42000,"GBP",51716,"GB",0,"M","United Kingdom","GBR",826,54,-2
"370","GB",2022,"MI","FT","Machine Learning Engineer",95000,"GBP",116976,"GB",0,"M","United Kingdom","GBR",826,54,-2
"371","GB",2022,"MI","FT","Data Scientist",140000,"GBP",172386,"GB",0,"M","United Kingdom","GBR",826,54,-2
"372","GB",2022,"SE","FT","Data Engineer",50000,"GBP",61566,"GB",100,"M","United Kingdom","GBR",826,54,-2
"373","GB",2022,"SE","FT","Data Engineer",35000,"GBP",43096,"GB",100,"M","United Kingdom","GBR",826,54,-2
"374","GB",2022,"SE","FT","Data Engineer",50000,"GBP",61566,"GB",0,"M","United Kingdom","GBR",826,54,-2
"375","GB",2022,"MI","FT","Data Scientist",70000,"GBP",86193,"GB",0,"M","United Kingdom","GBR",826,54,-2
"376","GB",2022,"MI","FT","Data Engineer",74000,"GBP",91118,"GB",0,"M","United Kingdom","GBR",826,54,-2
"377","GB",2022,"MI","FT","Data Scientist",96000,"GBP",118208,"GB",0,"M","United Kingdom","GBR",826,54,-2
"378","GB",2023,"MI","FT","Machine Learning Engineer",120000,"GBP",146420,"GB",0,"M","United Kingdom","GBR",826,54,-2
"379","GB",2022,"MI","FT","Data Scientist",90000,"GBP",110820,"GB",0,"M","United Kingdom","GBR",826,54,-2
"380","GB",2023,"MI","FT","Machine Learning Engineer",80000,"GBP",97613,"GB",0,"M","United Kingdom","GBR",826,54,-2
"381","GB",2022,"SE","FT","Data Engineer",84958,"GBP",104611,"GB",100,"M","United Kingdom","GBR",826,54,-2
"382","GB",2022,"EN","FT","Machine Learning Engineer",30000,"USD",30000,"GB",100,"L","United Kingdom","GBR",826,54,-2
"383","GB",2022,"MI","FT","Data Engineer",55000,"GBP",67723,"GB",100,"M","United Kingdom","GBR",826,54,-2
"384","GB",2022,"MI","FT","Machine Learning Engineer",65000,"GBP",80036,"GB",0,"M","United Kingdom","GBR",826,54,-2
"385","GB",2022,"MI","FT","Data Engineer",55000,"GBP",67723,"GB",100,"M","United Kingdom","GBR",826,54,-2
"386","GB",2022,"MI","FT","Data Scientist",55000,"GBP",67723,"GB",0,"M","United Kingdom","GBR",826,54,-2
"387","GB",2021,"SE","FT","Data Engineer",70000,"GBP",96282,"GB",50,"L","United Kingdom","GBR",826,54,-2
"388","GB",2022,"SE","FT","Data Engineer",66822,"GBP",82280,"GB",100,"M","United Kingdom","GBR",826,54,-2
"389","GB",2022,"SE","FT","Data Scientist",90000,"GBP",110820,"GB",0,"M","United Kingdom","GBR",826,54,-2
"390","GB",2022,"SE","FT","Data Engineer",60000,"GBP",73880,"GB",0,"M","United Kingdom","GBR",826,54,-2
"391","GB",2022,"MI","FT","Data Engineer",75000,"GBP",92350,"GB",100,"M","United Kingdom","GBR",826,54,-2
"392","GB",2022,"MI","FT","Data Engineer",70000,"GBP",86193,"GB",100,"M","United Kingdom","GBR",826,54,-2
"393","GB",2022,"MI","FT","Data Engineer",80000,"GBP",98506,"GB",100,"M","United Kingdom","GBR",826,54,-2
"394","GB",2022,"MI","FT","Data Engineer",80000,"GBP",98506,"GB",100,"M","United Kingdom","GBR",826,54,-2
"395","GB",2023,"MI","FT","Machine Learning Engineer",38000,"GBP",46366,"GB",100,"M","United Kingdom","GBR",826,54,-2
"396","GB",2023,"MI","FT","Machine Learning Research Engineer",60000,"GBP",73210,"GB",0,"L","United Kingdom","GBR",826,54,-2
"397","GB",2023,"MI","FT","Machine Learning Engineer",48000,"GBP",58568,"GB",100,"M","United Kingdom","GBR",826,54,-2
"398","GB",2022,"SE","FT","Analytics Engineer",75000,"GBP",92350,"GB",0,"M","United Kingdom","GBR",826,54,-2
"399","GB",2020,"MI","FT","Data Scientist",60000,"GBP",76958,"GB",100,"S","United Kingdom","GBR",826,54,-2
"400","GH",2021,"MI","FT","AI Scientist",30000,"USD",30000,"GH",0,"S","Ghana","GHA",288,8,-2
"401","GR",2022,"MI","FT","Data Analyst",30000,"EUR",31520,"GR",100,"M","Greece","GRC",300,39,22
"402","GR",2022,"MI","FT","Data Engineer",80000,"EUR",84053,"GR",100,"M","Greece","GRC",300,39,22
"403","GR",2022,"MI","FT","Data Analyst",40000,"EUR",42026,"GR",100,"M","Greece","GRC",300,39,22
"404","GR",2022,"MI","FT","Data Engineer",45000,"EUR",47280,"GR",100,"M","Greece","GRC",300,39,22
"405","GR",2020,"SE","FT","Data Engineer",42000,"EUR",47899,"GR",50,"L","Greece","GRC",300,39,22
"406","GR",2022,"MI","FT","Data Analyst",20000,"USD",20000,"GR",100,"S","Greece","GRC",300,39,22
"407","GR",2022,"MI","FT","Data Engineer",70000,"EUR",73546,"GR",100,"M","Greece","GRC",300,39,22
"408","GR",2022,"MI","FT","Data Engineer",60000,"EUR",63040,"GR",100,"M","Greece","GRC",300,39,22
"409","GR",2021,"MI","FT","Data Science Engineer",34000,"EUR",40189,"GR",100,"M","Greece","GRC",300,39,22
"410","GR",2022,"MI","FT","ETL Developer",50000,"EUR",52533,"GR",0,"M","Greece","GRC",300,39,22
"411","GR",2022,"MI","FT","ETL Developer",50000,"EUR",52533,"GR",0,"M","Greece","GRC",300,39,22
"412","GR",2023,"EN","FT","Business Data Analyst",12000,"EUR",12941,"GR",50,"L","Greece","GRC",300,39,22
"413","GR",2022,"MI","FT","Data Engineer",70000,"EUR",73546,"GR",100,"M","Greece","GRC",300,39,22
"414","GR",2022,"MI","FT","Data Engineer",80000,"EUR",84053,"GR",100,"M","Greece","GRC",300,39,22
"415","HN",2020,"MI","FT","Product Data Analyst",20000,"USD",20000,"HN",0,"S","Honduras","HND",340,15,-86.5
"416","HR",2023,"MI","FT","Data Analyst",60000,"GBP",73210,"HR",0,"M","Croatia","HRV",191,45.1667,15.5
"417","HR",2023,"MI","FT","Data Analyst",90000,"GBP",109815,"HR",0,"M","Croatia","HRV",191,45.1667,15.5
"418","HR",2020,"SE","FT","Machine Learning Engineer",40000,"EUR",45618,"HR",100,"S","Croatia","HRV",191,45.1667,15.5
"419","HU",2020,"MI","FT","Data Scientist",1.1e+07,"HUF",35735,"HU",50,"L","Hungary","HUN",348,47,20
"420","HU",2022,"EN","FT","Data Scientist",6600000,"HUF",17684,"HU",100,"M","Hungary","HUN",348,47,20
"421","ID",2022,"EN","FT","Data Analyst",15000,"USD",15000,"ID",0,"L","Indonesia","IDN",360,-5,120
"422","ID",2022,"MI","FT","Data Scientist",4200000,"INR",53416,"IN",100,"L","Indonesia","IDN",360,-5,120
"423","IE",2023,"SE","FT","Data Engineer",95000,"EUR",102451,"IE",100,"M","Ireland","IRL",372,53,-8
"424","IE",2022,"SE","FT","Machine Learning Engineer",65000,"EUR",68293,"IE",100,"S","Ireland","IRL",372,53,-8
"425","IL",2021,"MI","FT","Data Scientist",160000,"SGD",119059,"SG",100,"M","Israel","ISR",376,31.5,34.75
"426","IN",2021,"MI","FT","Data Analyst",1250000,"INR",16904,"IN",50,"L","India","IND",356,20,77
"427","IN",2021,"EN","FT","Data Engineer",2250000,"INR",30428,"IN",100,"L","India","IND",356,20,77
"428","IN",2021,"SE","FT","Machine Learning Engineer",1799997,"INR",24342,"IN",100,"L","India","IND",356,20,77
"429","IN",2020,"EN","FT","Data Engineer",1e+06,"INR",13493,"IN",100,"L","India","IND",356,20,77
